,고객ID,recency,frequency,monetary
424,USER_0424,2.70805020110221,5.147494476813453,9.415492646507918
425,USER_0425,4.51085950651685,4.543294782270004,9.199816186499941
426,USER_0426,4.6443908991413725,0.6931471805599453,3.005682604407159
427,USER_0427,4.499809670330265,4.127134385045092,8.043872065358185
428,USER_0428,4.787491742782046,4.0943445622221,8.771021124861441
429,USER_0429,4.727387818712341,1.3862943611198906,4.88635620469617
430,USER_0430,5.187385805840755,2.8903717578961645,7.074903974554165
431,USER_0431,3.332204510175204,2.0794415416798357,6.3969463217439255
432,USER_0432,4.852030263919617,2.4849066497880004,7.05233170008938
433,USER_0433,5.181783550292085,0.6931471805599453,3.0996417369445024
434,USER_0434,3.044522437723423,3.044522437723423,7.668598490494734
435,USER_0435,4.343805421853684,4.219507705176107,9.304773803913031
436,USER_0436,2.70805020110221,2.8903717578961645,7.5744866130366475
437,USER_0437,4.74493212836325,4.2626798770413155,8.641876807650975
438,USER_0438,5.863631175598097,3.1354942159291497,8.196626980582781
439,USER_0439,3.8501476017100584,4.2626798770413155,9.24365618547408
440,USER_0440,5.3612921657094255,2.5649493574615367,6.600251379049854
441,USER_0441,2.70805020110221,4.465908118654584,8.995425373075282
442,USER_0442,5.493061443340548,3.9512437185814275,7.86007702694572
443,USER_0443,5.746203190540153,3.295836866004329,7.897846507172734
444,USER_0444,4.867534450455582,2.9444389791664403,7.242132465374572
445,USER_0445,4.48863636973214,3.091042453358316,7.518379177787013
446,USER_0446,4.74493212836325,2.70805020110221,6.244341642677015
447,USER_0447,2.833213344056216,4.48863636973214,9.987659569020819
448,USER_0448,4.875197323201151,1.3862943611198906,4.765586907393996
449,USER_0449,2.995732273553991,2.5649493574615367,7.137159193267161
450,USER_0450,4.219507705176107,3.871201010907891,8.575330015345783
451,USER_0451,1.791759469228055,3.4339872044851463,8.29288396096201
452,USER_0452,5.337538079701318,1.6094379124341003,5.838808582969778
453,USER_0453,5.560681631015528,2.70805020110221,7.358951910128413
454,USER_0454,5.41610040220442,0.6931471805599453,5.720311776607412
455,USER_0455,4.912654885736052,2.833213344056216,7.7577523503623675
456,USER_0456,5.123963979403259,3.6375861597263857,8.139697273270647
457,USER_0457,5.817111159963204,1.791759469228055,4.548811452318707
458,USER_0458,3.7376696182833684,3.970291913552122,8.147655880760562
459,USER_0459,3.1780538303479458,3.1354942159291497,6.902561816270783
460,USER_0460,5.267858159063328,2.4849066497880004,6.87392958649804
461,USER_0461,5.117993812416755,2.9444389791664403,7.744015303110756
462,USER_0462,4.430816798843313,3.713572066704308,8.276488848014399
463,USER_0463,3.7612001156935624,3.1780538303479458,7.48965241236918
464,USER_0464,3.091042453358316,2.772588722239781,7.582575542849198
465,USER_0465,5.817111159963204,1.3862943611198906,5.614404663504985
466,USER_0466,5.8805329864007,2.302585092994046,6.7661917146603505
467,USER_0467,4.718498871295094,2.1972245773362196,6.7508558247336055
468,USER_0468,3.9318256327243257,2.302585092994046,6.2484876498558695
469,USER_0469,4.700480365792417,2.1972245773362196,6.826913919137508
470,USER_0470,4.143134726391533,3.713572066704308,8.248089467725649
471,USER_0471,4.204692619390966,2.1972245773362196,5.518456408841947
472,USER_0472,5.521460917862246,3.4965075614664802,8.029931087770999
473,USER_0473,4.31748811353631,3.6888794541139363,8.29564087341852
474,USER_0474,5.0689042022202315,3.4657359027997265,7.158280507037564
475,USER_0475,5.820082930352362,1.0986122886681098,3.3971893602646164
476,USER_0476,4.890349128221754,3.4011973816621555,7.519247619748258
477,USER_0477,5.659482215759621,2.6390573296152584,6.949405730237324
478,USER_0478,3.9318256327243257,3.258096538021482,8.120466789351154
479,USER_0479,4.700480365792417,1.3862943611198906,6.054063688864502
480,USER_0480,5.717027701406222,2.772588722239781,6.88894955461307
481,USER_0481,4.919980925828125,1.0986122886681098,5.460351178395269
482,USER_0482,3.5263605246161616,5.488937726156687,9.688162110009353
483,USER_0483,3.9512437185814275,3.5553480614894135,8.074200655737249
484,USER_0484,4.61512051684126,4.382026634673881,9.003881848192243
485,USER_0485,2.8903717578961645,3.1354942159291497,6.734496530596925
486,USER_0486,3.044522437723423,3.1780538303479458,8.087283739896359
487,USER_0487,4.532599493153256,3.5553480614894135,7.943012346137451
488,USER_0488,4.948759890378168,3.4011973816621555,7.705541715154406
489,USER_0489,4.804021044733257,4.343805421853684,8.456969614170678
490,USER_0490,4.394449154672439,3.7612001156935624,8.107846559933419
491,USER_0491,4.0943445622221,3.2188758248682006,7.497024178165407
492,USER_0492,5.267858159063328,2.70805020110221,7.398008739435044
493,USER_0493,5.575949103146316,2.4849066497880004,7.217355386734849
494,USER_0494,4.406719247264253,2.1972245773362196,7.346668057999912
495,USER_0495,5.278114659230517,1.6094379124341003,5.060757903499466
496,USER_0496,5.5909869805108565,3.1780538303479458,7.457274553951736
497,USER_0497,4.2626798770413155,1.9459101490553132,6.515053373574328
498,USER_0498,5.849324779946859,3.367295829986474,8.179468971390772
499,USER_0499,4.969813299576001,4.1588830833596715,8.298098930647983
500,USER_0500,5.793013608384144,3.5553480614894135,8.433894187760929
501,USER_0501,3.7376696182833684,3.044522437723423,7.514576302281238
502,USER_0502,4.770684624465665,3.8501476017100584,8.166378187300783
503,USER_0503,4.31748811353631,2.70805020110221,7.726636028007811
504,USER_0504,0.6931471805599453,2.1972245773362196,7.004655103722096
505,USER_0505,3.091042453358316,2.70805020110221,6.4666888996309995
506,USER_0506,5.472270673671475,3.1780538303479458,7.79362391608496
507,USER_0507,5.308267697401205,2.1972245773362196,5.637642672151656
508,USER_0508,4.663439094112067,4.770684624465665,9.267334883495991
509,USER_0509,5.529429087511423,3.091042453358316,7.362435857629553
510,USER_0510,3.58351893845611,3.871201010907891,8.243937227146834
511,USER_0511,4.663439094112067,3.2188758248682006,7.157322626450183
512,USER_0512,5.583496308781699,1.791759469228055,5.227733945092574
513,USER_0513,0.6931471805599453,2.302585092994046,6.217025174937796
514,USER_0514,4.394449154672439,3.4965075614664802,8.00027236290673
515,USER_0515,4.04305126783455,3.4657359027997265,8.555434579032923
516,USER_0516,4.51085950651685,1.0986122886681098,3.9267145541711357
517,USER_0517,3.4011973816621555,3.4965075614664802,8.286800931578615
518,USER_0518,2.9444389791664403,3.7612001156935624,7.764771477260474
519,USER_0519,5.501258210544727,2.9444389791664403,6.611099731731247
520,USER_0520,5.834810737062605,3.9318256327243257,8.852770742211135
521,USER_0521,4.477336814478207,2.4849066497880004,6.872625386998399
522,USER_0522,3.091042453358316,1.6094379124341003,7.352107711342345
523,USER_0523,3.044522437723423,1.0986122886681098,5.870482650547199
524,USER_0524,2.0794415416798357,4.0943445622221,8.953709838213006
525,USER_0525,2.4849066497880004,2.8903717578961645,7.537440691830754
526,USER_0526,3.5263605246161616,2.772588722239781,7.857031943480757
527,USER_0527,4.990432586778736,4.2626798770413155,8.69815382257085
528,USER_0528,5.572154032177765,2.3978952727983707,5.972867692575559
529,USER_0529,5.68697535633982,2.70805020110221,7.432892008615545
530,USER_0530,5.846438775057725,1.6094379124341003,6.290123650898337
531,USER_0531,3.367295829986474,2.995732273553991,6.673639249600237
532,USER_0532,2.6390573296152584,3.4011973816621555,7.86902320058349
533,USER_0533,5.4510384535657,2.70805020110221,6.557275391706316
534,USER_0534,4.406719247264253,1.6094379124341003,6.863981014130613
535,USER_0535,3.4657359027997265,3.828641396489095,8.444452591674922
536,USER_0536,5.017279836814924,5.214935757608986,9.326882638196434
537,USER_0537,5.733341276897746,3.9318256327243257,8.732120683159103
538,USER_0538,4.867534450455582,3.295836866004329,7.143428011273087
539,USER_0539,5.4116460518550396,3.295836866004329,6.926429819246946
540,USER_0540,4.727387818712341,3.332204510175204,7.6174793013468625
541,USER_0541,3.5263605246161616,5.298317366548036,9.71783485364388
542,USER_0542,3.713572066704308,3.1780538303479458,7.526469819304766
543,USER_0543,5.153291594497779,2.3978952727983707,7.212294468500341
544,USER_0544,4.2626798770413155,3.4011973816621555,8.561321075457126
545,USER_0545,2.6390573296152584,2.4849066497880004,7.28214243151944
546,USER_0546,3.8918202981106265,4.330733340286331,9.462183327228766
547,USER_0547,4.30406509320417,2.4849066497880004,7.889740114051655
548,USER_0548,5.44673737166631,4.060443010546419,8.48642259524892
549,USER_0549,4.204692619390966,1.0986122886681098,5.789929589389889
550,USER_0550,3.2188758248682006,4.04305126783455,8.814532482461054
551,USER_0551,5.117993812416755,3.1780538303479458,6.782906086740448
552,USER_0552,2.4849066497880004,3.1354942159291497,7.5700978315818475
553,USER_0553,5.442417710521793,4.007333185232471,7.627885130871969
554,USER_0554,4.584967478670572,4.07753744390572,8.558860908212571
555,USER_0555,5.817111159963204,4.343805421853684,8.925032811471546
556,USER_0556,5.820082930352362,0.6931471805599453,4.116595171156921
557,USER_0557,5.493061443340548,3.6635616461296463,7.838840037596163
558,USER_0558,3.258096538021482,4.77912349311153,9.245702689547002
559,USER_0559,5.811140992976701,1.3862943611198906,5.555321135350349
560,USER_0560,5.87493073085203,3.4657359027997265,8.45018976823544
561,USER_0561,3.6888794541139363,1.791759469228055,6.517656501754438
562,USER_0562,0.6931471805599453,1.0986122886681098,6.62296236223105
563,USER_0563,0.6931471805599453,6.3561076606958915,10.994771722678632
564,USER_0564,5.4638318050256105,0.6931471805599453,2.532902848056256
565,USER_0565,4.143134726391533,0.6931471805599453,4.836281906951478
566,USER_0566,5.0689042022202315,1.9459101490553132,6.36492285908106
567,USER_0567,5.298317366548036,2.833213344056216,8.107765241612809
568,USER_0568,5.429345628954441,3.6109179126442243,7.9082143502417726
569,USER_0569,3.332204510175204,1.791759469228055,6.4125897270372665
570,USER_0570,5.278114659230517,3.7612001156935624,8.064337689003535
571,USER_0571,5.159055299214529,2.9444389791664403,7.111161320879952
572,USER_0572,4.5217885770490405,5.673323267171493,10.000321116855364
573,USER_0573,5.093750200806762,3.4011973816621555,7.81666282207244
574,USER_0574,4.709530201312334,4.143134726391533,8.581734837548925
575,USER_0575,3.784189633918261,3.9318256327243257,8.62506415326542
576,USER_0576,3.871201010907891,3.2188758248682006,8.289765476162977
577,USER_0577,3.091042453358316,3.295836866004329,8.537764150920596
578,USER_0578,4.718498871295094,5.1298987149230735,10.207777817269818
579,USER_0579,4.912654885736052,4.709530201312334,8.808883221265555
580,USER_0580,5.003946305945459,3.5553480614894135,7.771530917744991
581,USER_0581,5.659482215759621,2.772588722239781,7.378783383274061
582,USER_0582,5.817111159963204,0.6931471805599453,4.982510130370407
583,USER_0583,4.276666119016055,4.499809670330265,8.96315768201099
584,USER_0584,5.476463551931511,3.8066624897703196,8.078945560458438
585,USER_0585,3.5263605246161616,4.07753744390572,8.910365721083075
586,USER_0586,4.382026634673881,3.367295829986474,8.56569569516776
587,USER_0587,4.6913478822291435,3.58351893845611,8.14692919019597
588,USER_0588,3.9889840465642745,4.060443010546419,8.998882031878164
589,USER_0589,3.8501476017100584,4.5217885770490405,9.006988418485564
590,USER_0590,5.407171771460119,2.6390573296152584,7.91595404628858
591,USER_0591,3.7376696182833684,3.6375861597263857,7.894918182019546
592,USER_0592,4.543294782270004,4.394449154672439,8.91742864870727
593,USER_0593,4.875197323201151,2.6390573296152584,6.273650292389248
594,USER_0594,5.262690188904886,4.51085950651685,8.878610273622767
595,USER_0595,5.883322388488279,4.276666119016055,9.03488995474245
596,USER_0596,5.123963979403259,2.3978952727983707,5.819162625696274
597,USER_0597,4.0943445622221,4.90527477843843,9.322517501640279
598,USER_0598,2.9444389791664403,3.5263605246161616,7.983750383201499
599,USER_0599,5.159055299214529,2.1972245773362196,5.577916862806462
600,USER_0600,3.9512437185814275,2.4849066497880004,7.627037933146708
601,USER_0601,5.093750200806762,2.9444389791664403,6.880260744672744
602,USER_0602,5.4510384535657,2.995732273553991,7.334649142503595
603,USER_0603,3.4011973816621555,2.70805020110221,7.475259868337797
604,USER_0604,4.882801922586371,3.58351893845611,7.415181130064768
605,USER_0605,4.976733742420574,3.332204510175204,7.869848860298067
606,USER_0606,4.983606621708336,2.0794415416798357,6.806530643214271
607,USER_0607,5.556828061699537,2.1972245773362196,6.678933134935986
608,USER_0608,4.6443908991413725,4.0943445622221,8.48369018100209
609,USER_0609,4.553876891600541,2.8903717578961645,7.096265976801903
610,USER_0610,5.823045895483019,3.044522437723423,7.326261645671808
611,USER_0611,3.5263605246161616,3.1354942159291497,7.971617380122932
612,USER_0612,5.278114659230517,1.0986122886681098,4.245060779600724
613,USER_0613,2.4849066497880004,2.9444389791664403,7.885532378909818
614,USER_0614,4.51085950651685,3.58351893845611,8.984318933514455
615,USER_0615,4.394449154672439,1.9459101490553132,6.16927594842405
616,USER_0616,4.584967478670572,1.6094379124341003,5.539025749041718
617,USER_0617,4.962844630259907,2.302585092994046,6.647908842124758
618,USER_0618,4.406719247264253,4.969813299576001,9.611454695800388
619,USER_0619,2.9444389791664403,1.9459101490553132,7.087373184201777
620,USER_0620,4.990432586778736,4.990432586778736,9.302012122535396
621,USER_0621,3.713572066704308,2.995732273553991,7.9974882630436515
622,USER_0622,1.6094379124341003,4.02535169073515,8.767368081781477
623,USER_0623,5.771441123130016,3.4339872044851463,7.949239741577782
624,USER_0624,5.638354669333745,1.0986122886681098,5.8150256534721825
625,USER_0625,5.308267697401205,2.9444389791664403,7.592734189874232
626,USER_0626,5.030437921392435,1.791759469228055,5.726326439091095
627,USER_0627,5.318119993844216,3.4011973816621555,8.435996151090379
628,USER_0628,5.313205979041787,2.995732273553991,7.7259214744630835
629,USER_0629,1.791759469228055,1.0986122886681098,5.173774031473436
630,USER_0630,4.0943445622221,3.970291913552122,8.562399799454317
631,USER_0631,3.295836866004329,3.1354942159291497,7.306719300747941
632,USER_0632,5.820082930352362,1.3862943611198906,3.947969132201615
633,USER_0633,5.598421958998375,0.6931471805599453,3.1219242987917504
634,USER_0634,4.997212273764115,2.833213344056216,6.870209162908167
635,USER_0635,5.402677381872279,3.258096538021482,6.842523184044522
636,USER_0636,5.303304908059076,2.6390573296152584,6.923727048491836
637,USER_0637,5.003946305945459,2.3978952727983707,6.29977611079207
638,USER_0638,4.543294782270004,1.3862943611198906,4.541164856012179
639,USER_0639,5.572154032177765,3.4965075614664802,8.166574159087153
640,USER_0640,4.718498871295094,2.5649493574615367,7.382497662575046
641,USER_0641,5.407171771460119,3.713572066704308,8.431291017215502
642,USER_0642,5.407171771460119,3.8918202981106265,8.460900050178779
643,USER_0643,2.4849066497880004,6.261491684321042,10.88443767324306
644,USER_0644,5.332718793265369,2.8903717578961645,6.903837614948032
645,USER_0645,4.605170185988092,2.772588722239781,7.636703872005466
646,USER_0646,5.575949103146316,2.8903717578961645,6.700177450772017
647,USER_0647,5.153291594497779,0.6931471805599453,3.8062179465311696
648,USER_0648,5.5134287461649825,2.3978952727983707,6.37596134877995
649,USER_0649,5.0369526024136295,3.7376696182833684,8.065183495942726
650,USER_0650,3.9889840465642745,1.791759469228055,7.154716914256541
651,USER_0651,4.7535901911063645,2.833213344056216,6.859037612184707
652,USER_0652,4.143134726391533,4.31748811353631,8.473212045360805
653,USER_0653,5.2574953720277815,3.9318256327243257,8.37272217875333
654,USER_0654,5.575949103146316,1.0986122886681098,5.786406463340157
655,USER_0655,5.111987788356544,4.04305126783455,8.0997729040888
656,USER_0656,2.995732273553991,4.990432586778736,9.317450655896257
657,USER_0657,5.8805329864007,4.007333185232471,8.718977448456672
658,USER_0658,5.662960480135946,1.791759469228055,5.771254189771214
659,USER_0659,5.627621113690637,4.060443010546419,8.255818037617468
660,USER_0660,4.663439094112067,4.663439094112067,9.015125654449694
661,USER_0661,5.638354669333745,3.8918202981106265,8.417631386248148
662,USER_0662,5.697093486505405,2.70805020110221,6.893088241938734
663,USER_0663,5.605802066295998,3.4339872044851463,7.619449396828661
664,USER_0664,4.812184355372417,4.174387269895637,8.298387717025248
665,USER_0665,5.081404364984463,4.418840607796598,8.737513561301403
666,USER_0666,5.780743515792329,3.58351893845611,7.840309047853939
667,USER_0667,3.332204510175204,5.755742213586912,10.265421792102181
668,USER_0668,4.9344739331306915,4.90527477843843,9.070087008873635
669,USER_0669,3.044522437723423,3.912023005428146,8.27965655481439
670,USER_0670,5.707110264748875,3.1780538303479458,7.4034266549764505
671,USER_0671,4.343805421853684,3.4339872044851463,8.05216277522068
672,USER_0672,3.8501476017100584,3.1354942159291497,7.974715208780895
673,USER_0673,3.4011973816621555,4.127134385045092,8.67261278012371
674,USER_0674,4.477336814478207,3.4339872044851463,7.772432665257816
675,USER_0675,4.204692619390966,5.14166355650266,9.718051550889784
676,USER_0676,5.3230099791384085,2.4849066497880004,6.024004338675764
677,USER_0677,5.8522024797744745,0.6931471805599453,6.2323301314098085
678,USER_0678,4.356708826689592,4.04305126783455,8.65510298483938
679,USER_0679,3.7612001156935624,3.332204510175204,8.327532770918577
680,USER_0680,5.641907070938114,2.1972245773362196,6.2033044522508
681,USER_0681,1.9459101490553132,3.1780538303479458,7.790807687471959
682,USER_0682,5.093750200806762,3.6888794541139363,8.256752675357635
683,USER_0683,4.8283137373023015,1.9459101490553132,6.785339026534296
684,USER_0684,5.0369526024136295,1.791759469228055,5.606279893294962
685,USER_0685,3.1780538303479458,3.044522437723423,7.4219552033870775
686,USER_0686,4.30406509320417,2.302585092994046,7.486467562608548
687,USER_0687,5.849324779946859,2.833213344056216,7.933818379960518
688,USER_0688,5.0238805208462765,2.1972245773362196,5.636431112298505
689,USER_0689,3.5263605246161616,2.995732273553991,8.336833708495812
690,USER_0690,5.236441962829949,4.04305126783455,8.018444348875695
691,USER_0691,3.8066624897703196,4.394449154672439,8.96479271244674
692,USER_0692,5.241747015059643,1.6094379124341003,5.881928660039675
693,USER_0693,5.123963979403259,2.833213344056216,6.127938481207854
694,USER_0694,5.87493073085203,3.332204510175204,7.7283057385754566
695,USER_0695,4.454347296253507,3.7376696182833684,7.8977053109431825
696,USER_0696,4.624972813284271,2.0794415416798357,4.9377778217928645
697,USER_0697,4.543294782270004,2.4849066497880004,6.251479901198042
698,USER_0698,4.356708826689592,3.828641396489095,8.249640490259623
699,USER_0699,5.648974238161206,1.9459101490553132,6.372380782294734
700,USER_0700,5.407171771460119,1.0986122886681098,4.279162999214643
701,USER_0701,3.5263605246161616,2.3978952727983707,7.271244949832884
702,USER_0702,5.552959584921617,2.772588722239781,6.95146589740827
703,USER_0703,3.4339872044851463,4.74493212836325,9.992501132113077
704,USER_0704,4.890349128221754,1.6094379124341003,4.235554730773624
705,USER_0705,1.9459101490553132,1.3862943611198906,5.088645167731283
706,USER_0706,3.258096538021482,3.044522437723423,5.571241068024272
707,USER_0707,5.241747015059643,2.302585092994046,5.915527981018042
708,USER_0708,5.159055299214529,1.3862943611198906,4.481419378551917
709,USER_0709,5.54907608489522,3.1780538303479458,7.120072435811472
710,USER_0710,4.276666119016055,3.258096538021482,6.605717318780245
711,USER_0711,4.0943445622221,1.0986122886681098,5.586986451742444
712,USER_0712,4.30406509320417,3.367295829986474,7.860258357254806
713,USER_0713,5.605802066295998,2.4849066497880004,5.889044149508512
714,USER_0714,4.343805421853684,1.791759469228055,6.838715977845918
715,USER_0715,5.278114659230517,2.833213344056216,5.895146359434385
716,USER_0716,3.044522437723423,2.1972245773362196,6.73315186058215
717,USER_0717,4.0943445622221,2.833213344056216,6.99732172234118
718,USER_0718,2.6390573296152584,4.48863636973214,8.927389755180263
719,USER_0719,3.367295829986474,2.8903717578961645,7.645703726246621
720,USER_0720,5.313205979041787,2.5649493574615367,5.682831187903269
721,USER_0721,5.849324779946859,2.8903717578961645,7.442539587542785
722,USER_0722,4.574710978503383,2.3978952727983707,7.4154520128734935
723,USER_0723,5.093750200806762,1.9459101490553132,6.496865483828746
724,USER_0724,2.995732273553991,2.9444389791664403,6.790299689709334
725,USER_0725,5.075173815233827,3.713572066704308,8.31053549848663
726,USER_0726,5.19295685089021,3.091042453358316,7.4958752216743765
727,USER_0727,4.48863636973214,4.02535169073515,8.240406217905125
728,USER_0728,5.560681631015528,3.295836866004329,7.821430593632469
729,USER_0729,4.787491742782046,2.995732273553991,6.439861422599659
730,USER_0730,4.382026634673881,3.58351893845611,7.007464858131113
731,USER_0731,4.736198448394496,4.127134385045092,8.801815587829559
732,USER_0732,4.6443908991413725,3.6888794541139363,7.673781104954655
733,USER_0733,5.823045895483019,1.3862943611198906,5.8377304471659395
734,USER_0734,5.707110264748875,3.5553480614894135,8.21638535174553
735,USER_0735,5.71042701737487,1.791759469228055,5.644633846358546
736,USER_0736,2.6390573296152584,6.376726947898627,11.263147598430598
737,USER_0737,5.187385805840755,2.8903717578961645,6.531635358068438
738,USER_0738,4.74493212836325,0.6931471805599453,3.9318256327243257
739,USER_0739,4.948759890378168,3.4011973816621555,7.471198020494739
740,USER_0740,5.552959584921617,1.3862943611198906,4.609859175474223
741,USER_0741,5.602118820879701,3.58351893845611,7.885220128730935
742,USER_0742,4.2626798770413155,3.7376696182833684,8.563278749051555
743,USER_0743,4.927253685157205,2.8903717578961645,6.557275391706316
744,USER_0744,5.598421958998375,1.791759469228055,4.654817125877505
745,USER_0745,5.877735781779639,1.791759469228055,6.368615910901539
746,USER_0746,5.7745515455444085,3.9889840465642745,9.946977026168483
747,USER_0747,5.662960480135946,2.5649493574615367,6.945792599895254
748,USER_0748,5.407171771460119,4.7535901911063645,9.181078385680427
749,USER_0749,3.4011973816621555,4.812184355372417,9.311661540444618
750,USER_0750,5.459585514144159,2.0794415416798357,6.176075148705408
751,USER_0751,5.84354441703136,2.833213344056216,7.004119448598549
752,USER_0752,3.7612001156935624,2.5649493574615367,7.592552697095634
753,USER_0753,5.278114659230517,2.1972245773362196,7.137802941973085
754,USER_0754,4.927253685157205,2.1972245773362196,4.706552800276694
755,USER_0755,4.1588830833596715,3.2188758248682006,7.799080961158301
756,USER_0756,4.564348191467836,4.9344739331306915,9.311703107147887
757,USER_0757,5.552959584921617,0.6931471805599453,5.802118375377063
758,USER_0758,5.351858133476067,3.1354942159291497,7.395211963715248
759,USER_0759,5.272999558563747,3.044522437723423,7.34433784454762
760,USER_0760,5.298317366548036,3.2188758248682006,7.868380549165327
761,USER_0761,4.6913478822291435,2.0794415416798357,6.753052780264169
762,USER_0762,3.6375861597263857,3.8918202981106265,8.86759369214103
763,USER_0763,2.995732273553991,2.833213344056216,6.4420782763739
764,USER_0764,4.543294782270004,1.9459101490553132,5.790968836335117
765,USER_0765,5.680172609017068,4.477336814478207,8.847519437211607
766,USER_0766,4.454347296253507,3.9512437185814275,8.129021683273066
767,USER_0767,4.852030263919617,2.302585092994046,6.520856740447811
768,USER_0768,3.58351893845611,3.367295829986474,8.461619168824155
769,USER_0769,5.4680601411351315,3.258096538021482,7.474766510232039
770,USER_0770,5.3230099791384085,3.295836866004329,7.251671171301898
771,USER_0771,5.1647859739235145,4.07753744390572,8.783258291643051
772,USER_0772,5.081404364984463,5.062595033026967,9.526560337369391
773,USER_0773,4.48863636973214,3.091042453358316,7.373920300189924
774,USER_0774,5.4116460518550396,0.6931471805599453,2.2396452932201716
775,USER_0775,5.313205979041787,2.1972245773362196,5.8674873672882715
776,USER_0776,4.997212273764115,3.784189633918261,7.837483324419617
777,USER_0777,3.58351893845611,2.4849066497880004,7.4485143920672545
778,USER_0778,4.382026634673881,5.099866427824199,9.365982510454407
779,USER_0779,5.676753802268282,3.713572066704308,8.421494736242787
780,USER_0780,5.497168225293202,4.2626798770413155,8.239448248410355
781,USER_0781,4.844187086458591,0.6931471805599453,3.6016862424115588
782,USER_0782,5.3471075307174685,1.9459101490553132,5.185708422165383
783,USER_0783,4.007333185232471,3.8501476017100584,8.525851598986879
784,USER_0784,5.402677381872279,4.736198448394496,8.868655372483504
785,USER_0785,4.2626798770413155,4.219507705176107,8.396874694192014
786,USER_0786,5.8805329864007,4.060443010546419,8.993573943521177
787,USER_0787,3.8066624897703196,3.332204510175204,7.986919677427431
788,USER_0788,4.574710978503383,4.343805421853684,8.999460068718168
789,USER_0789,5.272999558563747,3.9318256327243257,8.694482105682118
790,USER_0790,4.77912349311153,3.7376696182833684,8.173313184892573
791,USER_0791,5.84354441703136,3.295836866004329,7.658902463590069
792,USER_0792,5.786897381366708,3.4657359027997265,8.20350657950758
793,USER_0793,3.784189633918261,4.51085950651685,8.984666121141519
794,USER_0794,3.713572066704308,4.143134726391533,9.090016235455993
795,USER_0795,5.44673737166631,4.574710978503383,8.749397965572916
796,USER_0796,5.147494476813453,0.6931471805599453,4.454347296253507
797,USER_0797,5.308267697401205,3.1354942159291497,7.247294236974135
798,USER_0798,4.912654885736052,2.0794415416798357,5.611118789792782
799,USER_0799,4.812184355372417,4.976733742420574,9.739900405638423
800,USER_0800,5.298317366548036,5.075173815233827,9.47278924824861
801,USER_0801,3.6888794541139363,3.295836866004329,8.227065464120495
802,USER_0802,5.1647859739235145,3.912023005428146,8.029214575720856
803,USER_0803,5.147494476813453,1.3862943611198906,6.480458586636041
804,USER_0804,3.091042453358316,2.5649493574615367,7.181667987347919
805,USER_0805,4.007333185232471,3.784189633918261,8.123676416823914
806,USER_0806,3.8918202981106265,5.062595033026967,9.796758879154988
807,USER_0807,3.4657359027997265,2.8903717578961645,7.320295300762264
808,USER_0808,5.877735781779639,2.5649493574615367,7.721747469234286
809,USER_0809,4.624972813284271,2.3978952727983707,6.095847084701119
810,USER_0810,5.0238805208462765,2.6390573296152584,6.748536779421629
811,USER_0811,4.990432586778736,1.3862943611198906,4.744845168060573
812,USER_0812,4.8283137373023015,3.9318256327243257,8.318698349289635
813,USER_0813,5.2832037287379885,3.4657359027997265,7.200708434832709
814,USER_0814,4.8283137373023015,3.044522437723423,6.872936065003859
815,USER_0815,5.638354669333745,2.995732273553991,7.660312226073515
816,USER_0816,4.927253685157205,4.7535901911063645,9.25655197642087
817,USER_0817,5.332718793265369,3.044522437723423,7.16961172222256
818,USER_0818,5.823045895483019,2.8903717578961645,7.479576279355922
819,USER_0819,5.017279836814924,1.0986122886681098,4.567987394860375
820,USER_0820,2.70805020110221,3.367295829986474,8.669703097338461
821,USER_0821,5.583496308781699,2.3978952727983707,6.434979811740384
822,USER_0822,4.127134385045092,1.791759469228055,7.158980814423303
823,USER_0823,5.318119993844216,1.0986122886681098,5.755045768593742
824,USER_0824,4.762173934797756,3.9889840465642745,7.738893269169816
825,USER_0825,5.602118820879701,3.4339872044851463,7.794386483542148
826,USER_0826,3.258096538021482,3.828641396489095,8.609398556267083
827,USER_0827,5.459585514144159,1.9459101490553132,6.986982269433439
828,USER_0828,3.295836866004329,3.2188758248682006,7.818277404393425
829,USER_0829,3.7376696182833684,3.8918202981106265,8.172607731426066
830,USER_0830,3.6375861597263857,4.574710978503383,9.089304300932922
831,USER_0831,5.407171771460119,2.3978952727983707,7.000753697815889
832,USER_0832,5.765191102784844,3.6635616461296463,7.8359231970021845
833,USER_0833,2.70805020110221,5.170483995038151,9.697488687555804
834,USER_0834,5.5254529391317835,3.7376696182833684,8.231179060509591
835,USER_0835,4.867534450455582,4.605170185988092,8.859869003156307
836,USER_0836,5.834810737062605,1.791759469228055,5.83094362027288
837,USER_0837,3.5553480614894135,3.6375861597263857,7.781939858825276
838,USER_0838,4.912654885736052,1.791759469228055,6.453152446312425
839,USER_0839,5.556828061699537,3.091042453358316,7.5742555635833355
840,USER_0840,5.857933154483459,2.70805020110221,7.432957068692635
841,USER_0841,5.278114659230517,1.6094379124341003,4.854293326261249
842,USER_0842,5.003946305945459,2.5649493574615367,6.870572487854421
843,USER_0843,4.189654742026425,2.1972245773362196,6.407127480192592
844,USER_0844,5.247024072160486,2.5649493574615367,7.476545991138656
845,USER_0845,0.6931471805599453,1.791759469228055,6.637074528210266
846,USER_0846,5.2832037287379885,3.258096538021482,7.705010190793122
847,USER_0847,4.343805421853684,0.6931471805599453,5.226284163648205
848,USER_0848,4.969813299576001,3.1354942159291497,6.976039899718727
