,고객ID,성별,고객지역,가입기간,recency,frequency,monetary,제품카테고리,쿠폰상태,평균구매가치,고객가치,고객수명,고객생애가치,vip
232,USER_1387,여,New Jersey,15,159,2,70.58,Apparel,Clicked,35.29,70.58,6,423.48,non-vip
233,USER_0127,여,California,28,8,42,2349.1,Apparel,Clicked,55.93095238095238,2349.1,10,23491.0,vip
234,USER_1118,남,California,48,331,14,579.66,Apparel,Clicked,41.40428571428571,579.66,1,579.66,non-vip
235,USER_1341,남,California,8,96,79,7206.4,Apparel,Clicked,91.22025316455695,7206.399999999999,8,57651.19999999999,잠재적vip
236,USER_0095,여,Chicago,33,21,127,12313.93,Apparel,Clicked,96.96007874015748,12313.93,10,123139.3,vip
237,USER_0594,남,Chicago,4,192,90,7175.81,Apparel,Clicked,79.73122222222223,7175.81,5,35879.05,non-vip
238,USER_1390,여,New York,22,120,84,6636.43,Apparel,Clicked,79.00511904761905,6636.43,7,46455.01,non-vip
239,USER_1351,남,Chicago,13,238,14,1401.37,Apparel,Clicked,100.09785714285714,1401.37,4,5605.48,non-vip
240,USER_0103,남,Chicago,37,11,47,3929.66,Apparel,Clicked,83.60978723404256,3929.6600000000003,10,39296.600000000006,vip
241,USER_0755,남,Washington DC,24,63,24,2437.36,Nest-USA,Clicked,101.55666666666667,2437.36,9,21936.24,non-vip
242,USER_0932,여,California,34,328,7,1088.9,Nest-USA,Clicked,155.55714285714288,1088.9,2,2177.8,non-vip
243,USER_1180,여,New York,18,259,77,9763.06,Nest-USA,Clicked,126.79298701298701,9763.06,3,29289.18,non-vip
244,USER_1195,여,Chicago,20,89,86,10018.22,Nest-USA,Clicked,116.49093023255813,10018.22,8,80145.76,잠재적vip
245,USER_0131,여,Chicago,39,145,24,2281.9,Apparel,Used,95.07916666666667,2281.9,7,15973.300000000001,non-vip
246,USER_0842,여,Chicago,25,148,12,962.5,Apparel,Clicked,80.20833333333333,962.5,6,5775.0,non-vip
247,USER_0500,남,New Jersey,9,327,34,4599.38,Nest-USA,Clicked,135.27588235294118,4599.38,2,9198.76,non-vip
248,USER_0640,여,California,25,111,12,1606.6,Nest-USA,Clicked,133.88333333333333,1606.6,7,11246.199999999999,non-vip
249,USER_0107,여,New Jersey,48,326,24,4411.16,Nest-USA,Clicked,183.79833333333332,4411.16,2,8822.32,non-vip
250,USER_1062,여,Chicago,48,6,133,11704.57,Apparel,Clicked,88.00428571428571,11704.57,10,117045.7,vip
251,USER_0013,여,New Jersey,10,165,32,1561.01,Apparel,Clicked,48.7815625,1561.01,6,9366.06,non-vip
252,USER_0995,여,Chicago,23,225,30,1758.65,Office,Clicked,58.62166666666667,1758.65,4,7034.6,non-vip
253,USER_0200,여,New York,5,123,261,21338.63,Apparel,Clicked,81.7572030651341,21338.63,7,149370.41,non-vip
254,USER_0792,여,California,39,325,31,3652.74,Nest-USA,Clicked,117.83032258064516,3652.74,2,7305.48,non-vip
255,USER_1197,남,Chicago,9,88,64,5961.34,Nest-USA,Clicked,93.1459375,5961.34,8,47690.72,잠재적vip
256,USER_0773,여,Chicago,14,88,21,1592.87,Apparel,Clicked,75.85095238095238,1592.87,8,12742.96,non-vip
257,USER_0830,여,Chicago,49,37,96,8859.02,Apparel,Clicked,92.28145833333333,8859.02,9,79731.18000000001,잠재적vip
258,USER_0202,여,New Jersey,25,21,366,28213.74,Apparel,Clicked,77.08672131147542,28213.74,10,282137.4,vip
259,USER_0908,여,Chicago,48,109,141,9021.63,Apparel,Clicked,63.983191489361694,9021.63,8,72173.04,non-vip
260,USER_0369,여,California,5,324,52,6423.41,Nest-USA,Clicked,123.52711538461539,6423.41,2,12846.82,non-vip
261,USER_0746,여,Washington DC,29,321,53,20887.98,Nest-USA,Clicked,394.11283018867925,20887.98,2,41775.96,non-vip
262,USER_1415,여,Washington DC,18,27,96,9436.79,Apparel,Clicked,98.29989583333334,9436.79,10,94367.90000000001,vip
263,USER_0666,여,California,37,323,35,2539.99,Nest-USA,Clicked,72.57114285714285,2539.99,2,5079.98,non-vip
264,USER_1430,여,New York,9,106,72,3638.83,Apparel,Clicked,50.53930555555556,3638.83,8,29110.64,non-vip
265,USER_0197,여,New York,38,4,138,8941.81,Apparel,Clicked,64.79572463768116,8941.81,10,89418.09999999999,vip
266,USER_0952,남,New York,34,166,71,6409.4,Apparel,Clicked,90.27323943661972,6409.4,6,38456.399999999994,non-vip
267,USER_0620,남,Chicago,21,146,146,10959.05,Apparel,Clicked,75.06198630136986,10959.05,7,76713.34999999999,non-vip
268,USER_1092,여,New York,10,35,26,1727.62,Apparel,Used,66.44692307692307,1727.62,10,17276.199999999997,non-vip
269,USER_0940,남,Washington DC,24,77,8,526.91,Drinkware,Clicked,65.86375,526.91,8,4215.28,non-vip
270,USER_1121,여,New Jersey,37,86,129,11326.75,Apparel,Clicked,87.80426356589147,11326.75,8,90614.0,잠재적vip
271,USER_1087,남,California,22,16,92,7822.18,Apparel,Clicked,85.02369565217391,7822.18,10,78221.8,vip
272,USER_0255,여,California,41,228,28,3095.24,Nest-USA,Clicked,110.5442857142857,3095.24,4,12380.96,non-vip
273,USER_0623,여,New York,32,320,30,2832.42,Apparel,Clicked,94.414,2832.42,2,5664.84,non-vip
274,USER_0062,여,Washington DC,23,11,146,12588.16,Apparel,Clicked,86.22027397260274,12588.16,10,125881.6,vip
275,USER_1150,남,Chicago,44,40,71,6400.46,Apparel,Clicked,90.14732394366197,6400.46,9,57604.14,잠재적vip
276,USER_0741,여,California,30,270,35,2656.71,Office,Clicked,75.906,2656.71,3,7970.13,non-vip
277,USER_0622,남,California,21,4,55,6420.25,Apparel,Clicked,116.73181818181818,6420.25,10,64202.5,vip
278,USER_0975,남,Washington DC,6,12,13,922.38,Nest-USA,Clicked,70.9523076923077,922.3800000000001,10,9223.800000000001,non-vip
279,USER_1433,남,Chicago,24,107,250,21861.45,Apparel,Clicked,87.4458,21861.45,8,174891.6,non-vip
280,USER_0367,여,California,35,319,2,326.99,Apparel,Clicked,163.495,326.99,2,653.98,non-vip
281,USER_0299,남,New Jersey,30,30,29,3860.76,Nest-USA,Clicked,133.1296551724138,3860.76,10,38607.600000000006,잠재적vip
282,USER_1343,여,Washington DC,5,39,78,9656.62,Nest-USA,Clicked,123.80282051282052,9656.62,9,86909.58,잠재적vip
283,USER_0832,여,Chicago,2,318,38,2528.87,Apparel,Clicked,66.54921052631579,2528.87,2,5057.74,non-vip
284,USER_1440,여,California,26,318,55,3594.21,Apparel,Clicked,65.34927272727273,3594.2100000000005,2,7188.420000000001,non-vip
285,USER_0713,여,California,7,271,11,360.06,Apparel,Clicked,32.732727272727274,360.06,3,1080.18,non-vip
286,USER_1130,여,New York,21,82,23,1176.48,Apparel,Clicked,51.15130434782609,1176.48,8,9411.84,non-vip
287,USER_1149,남,California,24,317,117,8803.11,Apparel,Clicked,75.24025641025642,8803.11,2,17606.22,non-vip
288,USER_0971,남,California,44,45,101,9436.03,Nest-USA,Clicked,93.4260396039604,9436.03,9,84924.27,잠재적vip
289,USER_1182,여,Chicago,29,173,75,4794.2,Apparel,Clicked,63.922666666666665,4794.2,6,28765.199999999997,non-vip
290,USER_1142,남,California,23,315,3,158.28,Apparel,Clicked,52.76,158.28,2,316.56,non-vip
291,USER_0799,여,New Jersey,34,122,144,16980.85,Apparel,Clicked,117.92256944444443,16980.85,7,118865.94999999998,non-vip
292,USER_0870,여,New York,33,312,106,14311.12,Nest-USA,Clicked,135.01056603773586,14311.12,2,28622.24,non-vip
293,USER_1059,여,California,39,313,45,4597.9,Nest-USA,Clicked,102.17555555555555,4597.9,2,9195.8,non-vip
294,USER_0850,여,California,6,2,210,25527.34,Nest-USA,Clicked,121.55876190476191,25527.34,10,255273.4,vip
295,USER_1361,남,Chicago,34,83,35,4483.13,Nest-USA,Clicked,128.08942857142858,4483.13,8,35865.04,잠재적vip
296,USER_0982,여,Chicago,20,240,22,1415.41,Apparel,Clicked,64.33681818181819,1415.41,4,5661.64,non-vip
297,USER_0443,여,Chicago,41,312,26,2690.48,Nest-USA,Clicked,103.48,2690.48,2,5380.96,non-vip
298,USER_1365,여,Chicago,50,21,48,4031.97,Lifestyle,Clicked,83.999375,4031.9700000000003,10,40319.700000000004,vip
299,USER_0990,여,Chicago,40,312,21,963.91,Apparel,Clicked,45.90047619047619,963.91,2,1927.82,non-vip
300,USER_0985,남,Chicago,31,311,57,6758.63,Apparel,Clicked,118.57245614035088,6758.63,2,13517.26,non-vip
301,USER_0660,여,Chicago,40,105,105,8225.58,Apparel,Clicked,78.33885714285714,8225.58,8,65804.64,non-vip
302,USER_1242,여,California,37,121,27,2253.79,Office,Clicked,83.4737037037037,2253.79,7,15776.529999999999,non-vip
303,USER_0765,여,Chicago,17,292,87,6956.11,Apparel,Used,79.95528735632183,6956.11,3,20868.329999999998,non-vip
304,USER_0081,남,New York,28,189,53,4041.95,Nest-USA,Clicked,76.26320754716981,4041.9500000000003,5,20209.75,non-vip
305,USER_0875,남,Chicago,44,309,38,3474.47,Nest-USA,Clicked,91.43342105263157,3474.47,2,6948.94,non-vip
306,USER_0869,남,New York,11,59,138,12191.94,Nest-USA,Clicked,88.34739130434782,12191.94,9,109727.46,잠재적vip
307,USER_0537,여,California,34,308,50,6197.86,Nest-USA,Used,123.9572,6197.86,2,12395.72,non-vip
308,USER_0795,여,Chicago,34,231,96,6305.89,Apparel,Clicked,65.68635416666667,6305.890000000001,4,25223.560000000005,non-vip
309,USER_0189,여,Chicago,40,307,11,224.34,Office,Clicked,20.394545454545455,224.34,2,448.68,non-vip
310,USER_0874,여,California,21,307,66,9298.72,Nest-USA,Clicked,140.88969696969696,9298.72,2,18597.44,non-vip
311,USER_0888,남,New Jersey,23,132,27,2373.65,Apparel,Clicked,87.91296296296296,2373.65,7,16615.55,non-vip
312,USER_0933,여,California,9,178,28,3007.85,Apparel,Clicked,107.42321428571428,3007.85,6,18047.1,non-vip
313,USER_0104,여,Chicago,20,35,65,6782.64,Nest-USA,Clicked,104.3483076923077,6782.64,10,67826.40000000001,잠재적vip
314,USER_0992,여,California,35,25,54,4719.49,Apparel,Clicked,87.39796296296296,4719.49,10,47194.899999999994,vip
315,USER_0117,여,Chicago,9,95,20,1726.16,Apparel,Clicked,86.308,1726.16,8,13809.28,non-vip
316,USER_0779,여,New York,27,291,40,4542.69,Apparel,Clicked,113.56724999999999,4542.69,3,13628.07,non-vip
317,USER_0122,여,California,48,305,16,997.17,Nest-USA,Clicked,62.323125,997.17,2,1994.34,non-vip
318,USER_0421,여,California,49,305,69,5586.78,Apparel,Clicked,80.96782608695652,5586.78,2,11173.56,non-vip
319,USER_1393,여,Chicago,7,43,92,5089.12,Apparel,Clicked,55.31652173913044,5089.12,9,45802.08,잠재적vip
320,USER_0502,남,Chicago,32,117,46,3519.57,Apparel,Clicked,76.51239130434783,3519.57,7,24636.99,non-vip
321,USER_0313,여,New York,49,305,9,520.25,Nest-USA,Clicked,57.80555555555556,520.25,2,1040.5,non-vip
322,USER_0234,남,Chicago,25,49,242,22249.01,Apparel,Clicked,91.93805785123966,22249.01,9,200241.09,잠재적vip
323,USER_0897,여,California,32,303,9,254.89,Apparel,Used,28.321111111111108,254.89,2,509.78,non-vip
324,USER_1314,남,New York,3,70,44,3330.32,Apparel,Clicked,75.68909090909091,3330.3199999999997,9,29972.879999999997,non-vip
325,USER_0327,여,Washington DC,35,303,18,477.42,Apparel,Clicked,26.523333333333333,477.42,2,954.84,non-vip
326,USER_0068,남,California,3,303,1,25.49,Apparel,Not Used,25.49,25.49,2,50.98,non-vip
327,USER_1250,여,California,14,137,50,2356.59,Apparel,Clicked,47.131800000000005,2356.59,7,16496.13,non-vip
328,USER_0938,남,New York,10,22,124,10789.84,Apparel,Clicked,87.01483870967742,10789.84,10,107898.4,vip
329,USER_1095,여,Chicago,47,269,13,633.49,Office,Clicked,48.730000000000004,633.49,3,1900.47,non-vip
330,USER_1452,여,New York,32,220,24,1145.0,Apparel,Clicked,47.708333333333336,1145.0,4,4580.0,non-vip
331,USER_0480,여,California,18,303,15,980.37,Apparel,Clicked,65.358,980.3700000000001,2,1960.7400000000002,non-vip
332,USER_0604,여,Chicago,31,131,35,1660.01,Apparel,Used,47.42885714285714,1660.01,7,11620.07,non-vip
333,USER_1038,여,New York,34,121,12,287.23,Apparel,Used,23.935833333333335,287.23,7,2010.6100000000001,non-vip
334,USER_1311,남,Chicago,2,303,11,442.7,Drinkware,Clicked,40.24545454545454,442.7,2,885.4,non-vip
335,USER_0133,남,California,32,303,7,533.64,Nest-USA,Clicked,76.23428571428572,533.64,2,1067.28,non-vip
336,USER_0206,남,Washington DC,10,154,5,430.66,Nest-USA,Clicked,86.132,430.66,6,2583.96,non-vip
337,USER_0877,여,Washington DC,24,303,4,373.27,Nest-USA,Clicked,93.3175,373.27,2,746.54,non-vip
338,USER_0101,여,California,25,124,33,2928.05,Nest-USA,Clicked,88.72878787878788,2928.05,7,20496.350000000002,non-vip
339,USER_0876,남,Chicago,27,285,64,4550.01,Apparel,Clicked,71.09390625,4550.01,3,13650.03,non-vip
340,USER_1318,여,Chicago,48,194,19,593.78,Office,Clicked,31.25157894736842,593.78,5,2968.8999999999996,non-vip
341,USER_1189,여,New Jersey,19,302,10,312.58,Apparel,Clicked,31.258,312.58,2,625.16,non-vip
342,USER_0667,여,Chicago,19,27,315,28721.09,Apparel,Clicked,91.17806349206349,28721.089999999997,10,287210.89999999997,vip
343,USER_0880,여,Washington DC,24,301,49,4659.15,Nest-USA,Clicked,95.08469387755102,4659.15,2,9318.3,non-vip
344,USER_0297,여,New York,22,301,10,959.99,Nest-USA,Clicked,95.999,959.99,2,1919.98,non-vip
345,USER_0866,여,New York,46,301,15,2125.37,Nest-USA,Clicked,141.69133333333332,2125.37,2,4250.74,non-vip
346,USER_0450,여,New York,7,67,47,5298.3,Nest-USA,Clicked,112.72978723404256,5298.3,9,47684.700000000004,잠재적vip
347,USER_0735,남,California,12,301,5,281.77,Nest-USA,Clicked,56.354,281.77,2,563.54,non-vip
348,USER_0634,여,Chicago,50,147,16,962.15,Apparel,Clicked,60.134375,962.15,6,5772.9,non-vip
349,USER_0492,여,New York,15,193,14,1631.73,Nest-USA,Clicked,116.55214285714285,1631.73,5,8158.65,non-vip
350,USER_0035,여,New York,17,61,36,6712.7,Nest-USA,Used,186.46388888888887,6712.7,9,60414.299999999996,잠재적vip
351,USER_1060,여,New York,40,164,60,6175.7,Nest-USA,Clicked,102.92833333333333,6175.7,6,37054.2,non-vip
352,USER_0670,남,California,17,300,23,1640.6,Drinkware,Clicked,71.33043478260869,1640.6,2,3281.2,non-vip
353,USER_0734,여,New Jersey,19,300,34,3700.1,Apparel,Clicked,108.8264705882353,3700.1,2,7400.2,non-vip
354,USER_0590,여,Chicago,16,222,13,2739.66,Nest-USA,Used,210.7430769230769,2739.66,4,10958.64,non-vip
355,USER_1108,남,Chicago,40,258,33,3379.24,Nest-USA,Clicked,102.40121212121211,3379.24,3,10137.72,non-vip
356,USER_0625,여,California,34,201,18,1982.73,Nest-USA,Clicked,110.15166666666667,1982.73,5,9913.65,non-vip
357,USER_1431,남,New York,3,299,1,122.25,Drinkware,Clicked,122.25,122.25,2,244.5,non-vip
358,USER_1291,여,California,38,299,60,4579.54,Apparel,Clicked,76.32566666666666,4579.54,2,9159.08,non-vip
359,USER_0678,여,New York,6,77,56,5738.36,Apparel,Clicked,102.47071428571428,5738.36,8,45906.88,잠재적vip
360,USER_0424,여,New York,5,14,171,12276.12,Apparel,Clicked,71.79017543859649,12276.12,10,122761.20000000001,vip
361,USER_1362,여,New Jersey,49,298,58,3357.52,Apparel,Clicked,57.888275862068966,3357.52,2,6715.04,non-vip
362,USER_0227,여,California,8,115,63,5749.92,Nest-USA,Clicked,91.26857142857143,5749.92,7,40249.44,non-vip
363,USER_0662,여,California,8,297,14,984.44,Office,Clicked,70.31714285714285,984.4399999999999,2,1968.8799999999999,non-vip
364,USER_1116,여,New York,10,215,65,7366.2,Apparel,Clicked,113.32615384615384,7366.2,5,36831.0,non-vip
365,USER_1200,남,Chicago,8,296,87,6013.07,Apparel,Clicked,69.11574712643677,6013.069999999999,2,12026.139999999998,non-vip
366,USER_1140,남,New York,25,127,90,7989.35,Apparel,Clicked,88.77055555555556,7989.35,7,55925.450000000004,non-vip
367,USER_0529,여,Chicago,41,294,14,1689.69,Nest-USA,Clicked,120.69214285714285,1689.69,2,3379.38,non-vip
368,USER_1061,여,New Jersey,45,222,42,2473.22,Apparel,Clicked,58.88619047619047,2473.22,4,9892.88,non-vip
369,USER_0872,여,New York,45,294,17,2395.41,Nest-USA,Clicked,140.9064705882353,2395.41,2,4790.82,non-vip
370,USER_0578,여,California,30,111,168,27112.25,Apparel,Clicked,161.38244047619048,27112.25,7,189785.75,non-vip
371,USER_1053,여,New York,30,215,75,4586.59,Apparel,Used,61.15453333333333,4586.59,5,22932.95,non-vip
372,USER_1018,여,New York,34,293,51,3481.83,Apparel,Clicked,68.27117647058823,3481.83,2,6963.66,non-vip
373,USER_0896,여,California,25,163,17,657.1,Office,Clicked,38.65294117647059,657.1,6,3942.6000000000004,non-vip
374,USER_1315,남,Chicago,39,294,18,1389.24,Office,Clicked,77.18,1389.2400000000002,2,2778.4800000000005,non-vip
375,USER_1042,여,Chicago,40,293,8,944.07,Nest-USA,Clicked,118.00875,944.07,2,1888.14,non-vip
376,USER_1152,여,Washington DC,31,33,69,6516.03,Apparel,Clicked,94.43521739130435,6516.03,10,65160.299999999996,잠재적vip
377,USER_0748,여,California,32,222,115,9710.62,Apparel,Clicked,84.44017391304348,9710.62,4,38842.48,non-vip
378,USER_1187,여,California,10,18,49,7945.6,Apparel,Clicked,162.15510204081633,7945.6,10,79456.0,vip
379,USER_1089,남,California,20,213,19,1786.76,Apparel,Clicked,94.04,1786.7600000000002,5,8933.800000000001,non-vip
380,USER_0187,남,California,39,292,60,2421.81,Apparel,Clicked,40.3635,2421.81,3,7265.43,non-vip
381,USER_1178,남,Chicago,13,291,72,7892.3,Apparel,Clicked,109.61527777777778,7892.3,3,23676.9,non-vip
382,USER_0703,남,Chicago,33,30,114,21860.91,Apparel,Clicked,191.76236842105263,21860.91,10,218609.1,vip
383,USER_0503,남,New York,15,74,14,2266.96,Nest-USA,Clicked,161.9257142857143,2266.96,8,18135.68,non-vip
384,USER_1039,여,California,15,291,9,735.24,Apparel,Clicked,81.69333333333333,735.24,3,2205.7200000000003,non-vip
385,USER_1096,여,New York,41,291,2,38.48,Drinkware,Clicked,19.24,38.48,3,115.44,non-vip
386,USER_0931,여,California,20,291,1,15.28,Lifestyle,Clicked,15.28,15.28,3,45.839999999999996,non-vip
387,USER_0290,남,Chicago,6,291,1,15.28,Lifestyle,Clicked,15.28,15.28,3,45.839999999999996,non-vip
388,USER_0295,남,New York,25,210,26,1812.93,Apparel,Used,69.72807692307693,1812.93,5,9064.65,non-vip
389,USER_1270,여,New Jersey,46,224,19,1814.3,Apparel,Clicked,95.48947368421052,1814.3,4,7257.2,non-vip
390,USER_1185,여,Chicago,31,143,119,7709.31,Apparel,Clicked,64.78411764705882,7709.3099999999995,7,53965.17,non-vip
391,USER_1349,남,Chicago,20,289,33,1977.69,Apparel,Used,59.93,1977.69,3,5933.07,non-vip
392,USER_0458,여,New York,29,41,52,3454.27,Apparel,Clicked,66.42826923076923,3454.27,9,31088.43,non-vip
393,USER_0807,여,New Jersey,10,31,17,1509.65,Nest-USA,Clicked,88.8029411764706,1509.65,10,15096.5,non-vip
394,USER_1214,여,California,40,289,22,1829.92,Apparel,Clicked,83.17818181818183,1829.92,3,5489.76,non-vip
395,USER_1081,여,New York,45,56,119,9960.27,Apparel,Clicked,83.69974789915966,9960.27,9,89642.43000000001,잠재적vip
396,USER_0153,여,New York,21,289,4,88.76,Office,Clicked,22.19,88.76,3,266.28000000000003,non-vip
397,USER_1367,남,California,50,288,16,768.16,Apparel,Used,48.01,768.16,3,2304.48,non-vip
398,USER_0309,남,California,26,174,82,7610.95,Apparel,Clicked,92.81646341463414,7610.95,6,45665.7,non-vip
399,USER_0631,여,California,21,26,22,1489.28,Apparel,Clicked,67.69454545454545,1489.2799999999997,10,14892.799999999997,non-vip
400,USER_0659,여,Chicago,35,277,57,3848.96,Office,Clicked,67.52561403508771,3848.9599999999996,3,11546.88,non-vip
401,USER_0396,여,Chicago,40,6,35,4839.33,Apparel,Clicked,138.26657142857144,4839.33,10,48393.3,vip
402,USER_1256,여,California,17,137,74,3066.01,Apparel,Used,41.432567567567574,3066.0100000000007,7,21462.070000000003,non-vip
403,USER_1160,여,California,37,70,53,3856.6,Apparel,Clicked,72.76603773584905,3856.6,9,34709.4,잠재적vip
404,USER_1262,여,California,48,288,11,1284.57,Nest-USA,Clicked,116.7790909090909,1284.57,3,3853.71,non-vip
405,USER_1296,여,New York,6,288,1,125.5,Nest-USA,Clicked,125.5,125.5,3,376.5,non-vip
406,USER_0819,남,California,22,150,2,95.35,Nest-USA,Clicked,47.675,95.35,6,572.0999999999999,non-vip
407,USER_0094,남,Chicago,27,29,223,16667.81,Apparel,Clicked,74.74354260089687,16667.81,10,166678.1,vip
408,USER_0642,남,Chicago,46,222,48,4725.31,Apparel,Clicked,98.44395833333334,4725.31,4,18901.24,non-vip
409,USER_1331,남,New Jersey,49,63,57,7037.08,Nest-USA,Clicked,123.45754385964912,7037.08,9,63333.72,잠재적vip
410,USER_0914,남,Chicago,44,117,49,2765.82,Apparel,Clicked,56.44530612244898,2765.82,7,19360.74,non-vip
411,USER_1327,여,Chicago,28,287,1,55.49,Apparel,Clicked,55.49,55.49,3,166.47,non-vip
412,USER_0658,여,California,22,287,5,319.94,Apparel,Not Used,63.988,319.94,3,959.8199999999999,non-vip
413,USER_0597,남,New York,30,59,134,11186.11,Apparel,Clicked,83.4784328358209,11186.11,9,100674.99,잠재적vip
414,USER_0348,여,California,6,202,16,1645.61,Nest-USA,Clicked,102.850625,1645.61,5,8228.05,non-vip
415,USER_0446,여,New York,13,114,14,514.09,Apparel,Clicked,36.72071428571429,514.09,7,3598.63,non-vip
416,USER_0266,여,Chicago,27,168,98,6721.14,Apparel,Clicked,68.5830612244898,6721.14,6,40326.840000000004,non-vip
417,USER_0747,여,California,46,287,12,1037.77,Apparel,Clicked,86.48083333333334,1037.77,3,3113.31,non-vip
418,USER_1434,여,California,20,286,30,1769.77,Apparel,Clicked,58.992333333333335,1769.77,3,5309.3099999999995,non-vip
419,USER_1263,여,New Jersey,31,108,13,332.83,Apparel,Clicked,25.60230769230769,332.83,8,2662.64,non-vip
420,USER_0477,여,New Jersey,37,286,13,1041.53,Apparel,Clicked,80.11769230769231,1041.53,3,3124.59,non-vip
421,USER_0311,남,Chicago,14,286,24,1750.67,Drinkware,Clicked,72.94458333333334,1750.67,3,5252.01,non-vip
422,USER_0778,여,New York,14,79,163,11683.08,Apparel,Clicked,71.67533742331288,11683.08,8,93464.64,잠재적vip
423,USER_0581,남,New York,9,286,15,1600.64,Nest-USA,Clicked,106.70933333333333,1600.64,3,4801.92,non-vip
424,USER_0292,여,California,22,12,149,11369.83,Apparel,Clicked,76.30758389261744,11369.83,10,113698.3,vip
425,USER_0948,여,California,9,286,12,1136.89,Office,Used,94.74083333333334,1136.89,3,3410.67,non-vip
426,USER_0655,남,Chicago,41,165,56,3292.72,Apparel,Used,58.79857142857143,3292.72,6,19756.32,non-vip
427,USER_0890,여,Chicago,26,285,16,1991.47,Nest-USA,Used,124.466875,1991.47,3,5974.41,non-vip
428,USER_0661,여,New York,9,280,48,4525.17,Apparel,Clicked,94.274375,4525.17,3,13575.51,non-vip
429,USER_1312,여,New York,17,28,61,4846.5,Apparel,Clicked,79.45081967213115,4846.5,10,48465.0,잠재적vip
430,USER_0352,여,New York,20,88,32,3336.59,Apparel,Clicked,104.2684375,3336.59,8,26692.72,non-vip
431,USER_1110,여,California,17,102,76,6119.38,Nest-USA,Clicked,80.51815789473685,6119.38,8,48955.04,non-vip
432,USER_0920,여,New York,47,285,8,746.08,Nest-USA,Not Used,93.26,746.08,3,2238.2400000000002,non-vip
433,USER_0356,남,Chicago,21,284,7,530.57,Apparel,Clicked,75.7957142857143,530.57,3,1591.71,non-vip
434,USER_0380,여,New York,40,284,6,1110.78,Nest-USA,Clicked,185.13,1110.78,3,3332.34,non-vip
435,USER_0233,여,California,8,284,23,3529.21,Apparel,Clicked,153.44391304347826,3529.21,3,10587.630000000001,non-vip
436,USER_0865,여,California,18,284,44,3334.03,Apparel,Clicked,75.7734090909091,3334.03,3,10002.09,non-vip
437,USER_0699,여,California,41,283,6,584.45,Nest-USA,Clicked,97.40833333333335,584.45,3,1753.3500000000001,non-vip
438,USER_0001,남,New York,20,60,60,13718.49,Nest-USA,Clicked,228.6415,13718.49,9,123466.41,잠재적vip
439,USER_0601,여,New York,27,162,18,971.88,Apparel,Clicked,53.99333333333333,971.88,6,5831.28,non-vip
440,USER_0964,남,Chicago,13,283,16,659.88,Apparel,Clicked,41.2425,659.88,3,1979.6399999999999,non-vip
441,USER_1248,여,New York,48,103,37,2136.58,Apparel,Clicked,57.74540540540541,2136.58,8,17092.64,non-vip
442,USER_1078,여,Chicago,19,125,30,2745.09,Nest-USA,Clicked,91.503,2745.09,7,19215.63,non-vip
443,USER_0966,남,New York,13,153,15,501.15,Apparel,Used,33.41,501.15,6,3006.8999999999996,non-vip
444,USER_1127,여,Chicago,26,283,3,172.05,Office,Clicked,57.35,172.05,3,516.1500000000001,non-vip
445,USER_1289,여,New York,25,59,99,6204.9,Apparel,Clicked,62.67575757575757,6204.9,9,55844.1,잠재적vip
446,USER_0139,여,California,45,186,37,3828.2,Apparel,Clicked,103.46486486486486,3828.2,5,19141.0,non-vip
447,USER_0361,여,Chicago,33,281,7,1108.89,Nest-Canada,Clicked,158.41285714285715,1108.89,3,3326.67,non-vip
448,USER_0928,남,California,22,281,13,1567.28,Nest-USA,Clicked,120.56,1567.28,3,4701.84,non-vip
449,USER_0680,남,Chicago,24,281,8,493.38,Apparel,Clicked,61.6725,493.38,3,1480.1399999999999,non-vip
450,USER_1428,여,Chicago,48,259,18,2118.6,Nest-USA,Clicked,117.69999999999999,2118.6,3,6355.799999999999,non-vip
451,USER_0977,여,California,49,206,7,417.44,Apparel,Used,59.63428571428572,417.44,5,2087.2,non-vip
452,USER_1368,남,New Jersey,40,280,1,49.99,Apparel,Clicked,49.99,49.99,3,149.97,non-vip
453,USER_0624,남,Chicago,41,280,2,334.3,Nest-USA,Clicked,167.15,334.3,3,1002.9000000000001,non-vip
454,USER_1097,여,Chicago,22,224,10,1186.21,Apparel,Clicked,118.62100000000001,1186.21,4,4744.84,non-vip
455,USER_0199,여,California,28,52,54,4014.39,Apparel,Clicked,74.34055555555555,4014.39,9,36129.51,잠재적vip
456,USER_0254,남,California,46,131,46,16714.36,Apparel,Clicked,363.35565217391303,16714.36,7,117000.52,non-vip
457,USER_0193,여,Chicago,10,5,103,10355.07,Nest-USA,Clicked,100.53466019417475,10355.07,10,103550.7,vip
458,USER_0102,남,Washington DC,36,54,33,3078.05,Apparel,Used,93.27424242424243,3078.05,9,27702.45,non-vip
459,USER_0815,여,California,4,280,19,2121.42,Nest-USA,Clicked,111.65368421052632,2121.42,3,6364.26,non-vip
460,USER_0010,남,California,38,157,10,618.96,Apparel,Used,61.896,618.96,6,3713.76,non-vip
461,USER_0618,여,Chicago,3,81,143,14933.88,Apparel,Clicked,104.43272727272726,14933.88,8,119471.04,잠재적vip
462,USER_1079,남,Washington DC,11,22,75,5811.43,Apparel,Clicked,77.48573333333334,5811.43,10,58114.3,vip
463,USER_0317,여,California,46,119,30,1827.56,Apparel,Clicked,60.91866666666667,1827.56,7,12792.92,non-vip
